name,description
Diff_1300Gt_uniform-pricing_def,"Diff_1300Gt_uniform-pricing_def portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 1300gt, climate scenario, def, diff, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, pricing, technology scenario, uniform"
Diff_No-policy_baseline,"Diff_No-policy_baseline describes a future shaped by complex interactions between development patterns and climate challenges. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: baseline, climate scenario, diff, emissions pathway, energy transition, global model scenario, mitigation pathway, no, policy, policy scenario, technology scenario"
CEMICS_SSP1-1p5C-fullCDR,"CEMICS_SSP1-1p5C-fullCDR describes a future shaped by complex interactions between development patterns and climate challenges. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 1p5c, cemics, climate scenario, emissions pathway, energy transition, fullcdr, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 1, ssp1, technology scenario"
CEMICS_SSP1-1p5C-minCDR,"CEMICS_SSP1-1p5C-minCDR envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 1p5c, cemics, climate scenario, emissions pathway, energy transition, global model scenario, mincdr, mitigation pathway, policy scenario, shared socioeconomic pathway 1, ssp1, technology scenario"
CEMICS_SSP1-Npi,"CEMICS_SSP1-Npi envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: cemics, climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, npi, policy scenario, shared socioeconomic pathway 1, ssp1, technology scenario"
CEMICS_SSP2-1p5C-fullCDR,"CEMICS_SSP2-1p5C-fullCDR envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 1p5c, cemics, climate scenario, emissions pathway, energy transition, fullcdr, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
CEMICS_SSP2-1p5C-minCDR,"CEMICS_SSP2-1p5C-minCDR describes a future shaped by complex interactions between development patterns and climate challenges. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 1p5c, cemics, climate scenario, emissions pathway, energy transition, global model scenario, mincdr, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
CEMICS_SSP2-2C-fullCDR,"CEMICS_SSP2-2C-fullCDR illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 2c, cemics, climate scenario, emissions pathway, energy transition, fullcdr, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
CEMICS_SSP2-2C-minCDR,"CEMICS_SSP2-2C-minCDR describes a future shaped by complex interactions between development patterns and climate challenges. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 2c, cemics, climate scenario, emissions pathway, energy transition, global model scenario, mincdr, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
CEMICS_SSP2-Npi,"CEMICS_SSP2-Npi illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: cemics, climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, npi, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
EN_INDCi2030_600_COV,"EN_INDCi2030_600_COV illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 600, carbon budget 600, climate scenario, cov, emission target 600, emissions pathway, en, energy transition, global model scenario, indci2030, mitigation pathway, national climate commitment, paris pledges, policy scenario, technology scenario"
NGFS2_Below 2°C - IPD-95th,"NGFS2_Below 2°C - IPD-95th illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords:  ipd, 95th, below 2°c , climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, ngfs2, policy scenario, technology scenario"
NGFS2_Below 2°C - IPD-median,"NGFS2_Below 2°C - IPD-median represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords:  ipd, below 2°c , climate scenario, emissions pathway, energy transition, global model scenario, median, mitigation pathway, ngfs2, policy scenario, technology scenario"
NGFS2_Current Policies - IPD-95th,"NGFS2_Current Policies - IPD-95th portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by examining how emissions shift under differing mitigation intensities and climate targets, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords:  ipd, 95th, climate scenario, current policies, current policies , emissions pathway, energy transition, global model scenario, mitigation pathway, ngfs2, policy continuation, policy scenario, technology scenario"
NGFS2_Current Policies - IPD-median,"NGFS2_Current Policies - IPD-median envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords:  ipd, climate scenario, current policies, current policies , emissions pathway, energy transition, global model scenario, median, mitigation pathway, ngfs2, policy continuation, policy scenario, technology scenario"
NGFS2_Net-Zero 2050 - IPD-95th,"NGFS2_Net-Zero 2050 - IPD-95th portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords:  ipd, 95th, climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, net, ngfs2, policy scenario, technology scenario, zero 2050 "
NGFS2_Net-Zero 2050 - IPD-median,"NGFS2_Net-Zero 2050 - IPD-median envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords:  ipd, climate scenario, emissions pathway, energy transition, global model scenario, median, mitigation pathway, net, ngfs2, policy scenario, technology scenario, zero 2050 "
SusDev_SDP-NPi,"SusDev_SDP-NPi portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, npi, policy scenario, sdp, susdev, technology scenario"
SusDev_SDP-PkBudg1000,"SusDev_SDP-PkBudg1000 illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, pkbudg1000, policy scenario, sdp, susdev, technology scenario"
SusDev_SSP1-NDC,"SusDev_SSP1-NDC describes a future shaped by complex interactions between development patterns and climate challenges. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, national climate commitment, ndc, paris pledges, policy scenario, shared socioeconomic pathway 1, ssp1, susdev, technology scenario"
SusDev_SSP1-NPi,"SusDev_SSP1-NPi describes a future shaped by complex interactions between development patterns and climate challenges. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, npi, policy scenario, shared socioeconomic pathway 1, ssp1, susdev, technology scenario"
SusDev_SSP1-PkBudg900,"SusDev_SSP1-PkBudg900 describes a future shaped by complex interactions between development patterns and climate challenges. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, pkbudg900, policy scenario, shared socioeconomic pathway 1, ssp1, susdev, technology scenario"
SusDev_SSP2-NDC,"SusDev_SSP2-NDC envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, national climate commitment, ndc, paris pledges, policy scenario, shared socioeconomic pathway 2, ssp2, susdev, technology scenario"
SusDev_SSP2-NPi,"SusDev_SSP2-NPi envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, npi, policy scenario, shared socioeconomic pathway 2, ssp2, susdev, technology scenario"
SusDev_SSP2-PkBudg900,"SusDev_SSP2-PkBudg900 portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, pkbudg900, policy scenario, shared socioeconomic pathway 2, ssp2, susdev, technology scenario"
DeepElec_SSP2_ HighRE_Budg1100,"DeepElec_SSP2_ HighRE_Budg1100 describes a future shaped by complex interactions between development patterns and climate challenges. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords:  highre, budg1100, climate scenario, deepelec, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
DeepElec_SSP2_ HighRE_Budg1300,"DeepElec_SSP2_ HighRE_Budg1300 represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by examining how emissions shift under differing mitigation intensities and climate targets, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords:  highre, budg1300, climate scenario, deepelec, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
DeepElec_SSP2_ HighRE_Budg900,"DeepElec_SSP2_ HighRE_Budg900 illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords:  highre, budg900, climate scenario, deepelec, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
DeepElec_SSP2_Base,"DeepElec_SSP2_Base illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: base, climate scenario, deepelec, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
DeepElec_SSP2_Npi,"DeepElec_SSP2_Npi portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by examining how emissions shift under differing mitigation intensities and climate targets, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: climate scenario, deepelec, emissions pathway, energy transition, global model scenario, mitigation pathway, npi, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
DeepElec_SSP2_def_Budg1100,"DeepElec_SSP2_def_Budg1100 represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: budg1100, climate scenario, deepelec, def, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
DeepElec_SSP2_def_Budg1300,"DeepElec_SSP2_def_Budg1300 portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: budg1300, climate scenario, deepelec, def, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
DeepElec_SSP2_def_Budg900,"DeepElec_SSP2_def_Budg900 envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: budg900, climate scenario, deepelec, def, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
Transport_Budg1100_Conv,"Transport_Budg1100_Conv envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: budg1100, climate scenario, conv, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario, transport"
Transport_Budg1100_Conv-LowD,"Transport_Budg1100_Conv-LowD envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: budg1100, climate scenario, conv, emissions pathway, energy transition, global model scenario, lowd, mitigation pathway, policy scenario, technology scenario, transport"
Transport_Budg1100_ConvSyn,"Transport_Budg1100_ConvSyn describes a future shaped by complex interactions between development patterns and climate challenges. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: budg1100, climate scenario, convsyn, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario, transport"
Transport_Budg1100_ElecPush,"Transport_Budg1100_ElecPush envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: budg1100, climate scenario, elecpush, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario, transport"
Transport_Budg1100_ElecPush-LowD,"Transport_Budg1100_ElecPush-LowD envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: budg1100, climate scenario, elecpush, emissions pathway, energy transition, global model scenario, lowd, mitigation pathway, policy scenario, technology scenario, transport"
Transport_Budg1100_H2Push,"Transport_Budg1100_H2Push represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: budg1100, climate scenario, emissions pathway, energy transition, global model scenario, h2push, mitigation pathway, policy scenario, technology scenario, transport"
Transport_NDC_Conv,"Transport_NDC_Conv envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: climate scenario, conv, emissions pathway, energy transition, global model scenario, mitigation pathway, national climate commitment, ndc, paris pledges, policy scenario, technology scenario, transport"
Transport_NPi_Conv,"Transport_NPi_Conv portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: climate scenario, conv, emissions pathway, energy transition, global model scenario, mitigation pathway, npi, policy scenario, technology scenario, transport"
Eff_1p5,"Eff_1p5 portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 1p5, climate scenario, eff, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario"
Eff_Weak,"Eff_Weak illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: climate scenario, eff, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario, weak"
Eff_min80,"Eff_min80 portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: climate scenario, eff, emissions pathway, energy transition, global model scenario, min80, mitigation pathway, policy scenario, technology scenario"
Incumb_1p5,"Incumb_1p5 describes a future shaped by complex interactions between development patterns and climate challenges. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 1p5, climate scenario, emissions pathway, energy transition, global model scenario, incumb, mitigation pathway, policy scenario, technology scenario"
Incumb_Weak,"Incumb_Weak represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by examining how emissions shift under differing mitigation intensities and climate targets, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, incumb, mitigation pathway, policy scenario, technology scenario, weak"
Incumb_min80,"Incumb_min80 describes a future shaped by complex interactions between development patterns and climate challenges. It continues by examining how emissions shift under differing mitigation intensities and climate targets, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, incumb, min80, mitigation pathway, policy scenario, technology scenario"
NewPl_1p5,"NewPl_1p5 illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 1p5, climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, newpl, policy scenario, technology scenario"
NewPl_Weak,"NewPl_Weak describes a future shaped by complex interactions between development patterns and climate challenges. It continues by examining how emissions shift under differing mitigation intensities and climate targets, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, newpl, policy scenario, technology scenario, weak"
NewPl_min80,"NewPl_min80 represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: climate scenario, emissions pathway, energy transition, global model scenario, min80, mitigation pathway, newpl, policy scenario, technology scenario"
BAU_PR,"BAU_PR portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: baseline scenario, bau, business as usual, climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, pr, technology scenario"
PR_CP_CarbonPriceOnly,"PR_CP_CarbonPriceOnly illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: carbonpriceonly, climate scenario, cp, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, pr, technology scenario"
PR_CP_CarbonPrice_1,"PR_CP_CarbonPrice_1 illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, and reflects the combined influence of technological change, resource availability, and policy direction. Keywords: 1, carbon budget 1, carbonprice, climate scenario, cp, emission target 1, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, pr, technology scenario"
PR_CP_EmIntensity_1,"PR_CP_EmIntensity_1 represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 1, carbon budget 1, climate scenario, cp, emintensity, emission target 1, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, pr, technology scenario"
PR_NDC_CarbonPriceOnly,"PR_NDC_CarbonPriceOnly describes a future shaped by complex interactions between development patterns and climate challenges. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: carbonpriceonly, climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, national climate commitment, ndc, paris pledges, policy scenario, pr, technology scenario"
PR_NDC_CarbonPrice_1,"PR_NDC_CarbonPrice_1 portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 1, carbon budget 1, carbonprice, climate scenario, emission target 1, emissions pathway, energy transition, global model scenario, mitigation pathway, national climate commitment, ndc, paris pledges, policy scenario, pr, technology scenario"
PR_NDC_EmIntensity_1,"PR_NDC_EmIntensity_1 portrays an evolving global landscape shaped by shifting economic, social, and environmental pressures. It continues by examining how emissions shift under differing mitigation intensities and climate targets, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 1, carbon budget 1, climate scenario, emintensity, emission target 1, emissions pathway, energy transition, global model scenario, mitigation pathway, national climate commitment, ndc, paris pledges, policy scenario, pr, technology scenario"
SSP2_1_5D-50_CCC2020,"SSP2_1_5D-50_CCC2020 illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 1, 50, 5d, carbon budget 1, carbon budget 50, ccc2020, climate scenario, emission target 1, emission target 50, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
SSP2_1_75D-66,"SSP2_1_75D-66 describes a future shaped by complex interactions between development patterns and climate challenges. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 1, 66, 75d, carbon budget 1, carbon budget 66, climate scenario, emission target 1, emission target 66, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
SSP2_1_75D-66_CCC2020,"SSP2_1_75D-66_CCC2020 describes a future shaped by complex interactions between development patterns and climate challenges. It continues by examining how emissions shift under differing mitigation intensities and climate targets, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 1, 66, 75d, carbon budget 1, carbon budget 66, ccc2020, climate scenario, emission target 1, emission target 66, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
SSP2_2D-66,"SSP2_2D-66 describes a future shaped by complex interactions between development patterns and climate challenges. It continues by examining how emissions shift under differing mitigation intensities and climate targets, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 2d, 66, carbon budget 66, climate scenario, emission target 66, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
SSP2_2D-66_CCC2020,"SSP2_2D-66_CCC2020 illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by examining how emissions shift under differing mitigation intensities and climate targets, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 2d, 66, carbon budget 66, ccc2020, climate scenario, emission target 66, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
SSP2_BASE,"SSP2_BASE envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by capturing how greenhouse‑gas trajectories evolve in response to varied ambition levels, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: base, climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
SSP2_BASE_CCC2020,"SSP2_BASE_CCC2020 envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by analyzing the progression of global warming outcomes under its particular policy and technology mix, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: base, ccc2020, climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, shared socioeconomic pathway 2, ssp2, technology scenario"
20% abatement (FF&I),"20% abatement (FF&I) describes a future shaped by complex interactions between development patterns and climate challenges. It continues by examining how emissions shift under differing mitigation intensities and climate targets, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 20% abatement (ff&i), climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario"
20% abatement (GHG),"20% abatement (GHG) represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 20% abatement (ghg), climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario"
450 concentration,"450 concentration represents a pathway influenced by global dynamics across society, technology, and policy systems. It continues by exploring alternative decarbonization speeds and atmospheric concentration pathways, and integrates sector‑specific transformations spanning power, transport, industry, and land systems. Keywords: 450 concentration, climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario"
50% abatement (FF&I),"50% abatement (FF&I) envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by examining how emissions shift under differing mitigation intensities and climate targets, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 50% abatement (ff&i), climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario"
50% abatement (GHG),"50% abatement (GHG) illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by evaluating the consequences for long‑term climate stabilization given the scenario’s constraints, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: 50% abatement (ghg), climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario"
550 concentration,"550 concentration illustrates a world undergoing structural transitions driven by long-term economic and demographic trends. It continues by examining how emissions shift under differing mitigation intensities and climate targets, while incorporating distinct assumptions about innovation, energy systems, and governance choices. Keywords: 550 concentration, climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario"
650 concentration,"650 concentration envisions a future defined by changing priorities in sustainability, development, and resource use. It continues by examining how emissions shift under differing mitigation intensities and climate targets, where energy transitions, behavioral responses, and policy measures collectively determine system evolution. Keywords: 650 concentration, climate scenario, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario"
Core baseline,"Core baseline describes a future shaped by complex interactions between development patterns and climate challenges. It continues by examining how emissions shift under differing mitigation intensities and climate targets, with outcomes shaped by the uptake of clean technologies, shifting market signals, and institutional decisions. Keywords: climate scenario, core baseline, emissions pathway, energy transition, global model scenario, mitigation pathway, policy scenario, technology scenario"
